lot_number,location,lat,long,year,TL_mm,lip,throat,head,body,C_mariae_total,notes
8029,Carr Inlet,47.264317,-122.701931,1952,187,0,0,2,0,2,2 eyeR
8029,Carr Inlet,47.264317,-122.701931,1952,145,0,0,0,0,0,
8029,Carr Inlet,47.264317,-122.701931,1952,161,0,0,0,0,0,red cyst eyeR
8029,Carr Inlet,47.264317,-122.701931,1952,165,0,0,0,0,0,
8029,Carr Inlet,47.264317,-122.701931,1952,172,0,0,0,0,0,
8029,Carr Inlet,47.264317,-122.701931,1952,172,0,0,0,0,0,
8029,Carr Inlet,47.264317,-122.701931,1952,146,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,159,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,165,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,198,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,160,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,135,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,162,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,166,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,160,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,177,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,160,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,157,0,0,0,0,0,3 copepod pect fin
5690,San Juan,48.60631,-122.852273,1949,139,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,164,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,176,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,155,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,165,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,157,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,163,0,0,0,0,0,1 copepod pect
5690,San Juan,48.60631,-122.852273,1949,174,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,166,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,182,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,178,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,157,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,197,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,166,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,155,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,184,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,157,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,162,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,160,0,0,0,0,0,1 copepod pect
5690,San Juan,48.60631,-122.852273,1949,161,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,171,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,143,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,141,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,144,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,145,0,0,0,0,0,
5690,San Juan,48.60631,-122.852273,1949,143,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,200,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,223,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,224,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,225,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,220,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,223,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,218,0,0,1,0,1,
5691,Carr Inlet,47.357622,-122.686052,1949,228,0,0,0,0,0,thin worm eye?
5691,Carr Inlet,47.357622,-122.686052,1949,227,0,4,2,0,6,each eye
5691,Carr Inlet,47.357622,-122.686052,1949,226,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,234,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,221,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,204,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,209,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,189,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,199,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,226,0,0,1,0,1,above eye
5691,Carr Inlet,47.357622,-122.686052,1949,212,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,192,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,183,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,177,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,212,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,213,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,209,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,217,0,1,0,0,1,
5691,Carr Inlet,47.357622,-122.686052,1949,226,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,236,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,186,0,0,0,0,0,
5691,Carr Inlet,47.357622,-122.686052,1949,227,0,0,0,0,0,
47700,St. Vendovi,48.623815,-122.62777,2003,183,0,0,0,0,0,milky sac pect fin
47701,St. Vendovi,48.623815,-122.62777,2003,176,0,0,0,0,0,milky patch pect fin
47640,Myrtle Edwards,47.613557,-122.370478,2003,215,0,2,1,0,3,milky pect
47641,Myrtle Edwards,47.613557,-122.370478,2003,221,0,1,0,0,1,
